episode_uid,slide_order,slide_label,l3_line1,l3_line2,template_used,segment,media_refs,library,rel_path,source,confidence,needs_human,notes
,3,,Genesis Science Report,CONTINUING THE CONVERSATION WITH NEW QUESTIONS AND INSIGHT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KC_L3RDs.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,kids’ corner,"FUN, FAITH & FASCINATING FACTS – KIDS CORNER!",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,kids’ corner,"CURIOUS MINDS, BIBLICAL TRUTHS – WELCOME TO KIDS CORNER!",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,GSR One-On-one,Coming up: One-on-One With Dr. James Tour,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,,GOD’S ARCTIC ENGINEER—THE MUSKOX’S WINTER DEFENSe,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,kids’ corner,HOW THE MUSKOX is designed to SURVIVE THE ARCTIC COLD,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,kids’ corner,"WARMTH, WOOL, AND WONDER—THE MUSKOX OF THE Arctic",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,kids’ corner,,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_KIDDY_CORNER_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,Ministry REPORT,SUPPORT THE MISSION | DAVIDRIVES.COM | 931-212-7990,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,Ministry REPORT,KNOWLEDGE HALL NOW OPEN AT THE WONDERS CENTER,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,Ministry REPORT,EXCITING UPDATES FROM THE FIELD – MINISTRY REPORT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,Ministry REPORT,"IMPACTING LIVES, SHARING TRUTH – MINISTRY REPORT",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,Ministry REPORT,MINISTRY Report: Latest News from The Wonders Center,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,Ministry REPORT,NEW ARTIFACTS FROM PETRA AND JORDAN ON DISPLAY,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,Ministry REPORT,BEHIND THE SCENES OF OUR MISSION – MINISTRY REPORT,lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,Ministry REPORT,"Davidrives.com/give | 931-212-7990 
 | 501C3 Non-Profit",lower_third,other,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_MINISTRY_UPDATE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,1,,DAVID'S TAKE: LUNAR LIGHTS,ASTRONOMERS CALL THESE EVENTS TRANSIENT LUNAR PHENOMENA,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,2,,DAVID'S TAKE: LUNAR LIGHTS,NASA HAS CATALOGED HUNDREDS OF UNEXPLAINED LUNAR LIGHT EVENTS,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,3,,DAVID'S TAKE: LUNAR LIGHTS,"ART, CINEMA, AND CENTURIES OF CULTURAL LUNAR FASCINATION",lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,4,,DAVID'S TAKE: LUNAR LIGHTS,THE MOON IS NOT AS UNCHANGING AS YOU WERE ONCE TOLD IT WAS,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,5,,DAVID'S TAKE: LUNAR LIGHTS,SOVIET ASTRONOMER CAPTURED GASES ESCAPING FROM THE LUNAR CRUST,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,6,,DAVID'S TAKE: LUNAR LIGHTS,THE MOON STABILIZES OUR TILT AND DRIVES THE MIGHTY OCEAN TIDES,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,7,,DAVID'S TAKE: LUNAR LIGHTS,SECULAR SCIENCE INSISTS ON AN ANCIENT INERT LUNAR WORLD ABOVE,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,8,,DAVID'S TAKE: LUNAR LIGHTS,NEW RESEARCH: DARWIN'S SUCCESS WAS MARKETING + SCIENCE,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,9,,DAVID'S TAKE: LUNAR LIGHTS,THE CLUES POINT TOWARD A YOUNG AND SURPRISINGLY ACTIVE MOON,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,10,,GENESIS SCIENCE REPORT,Coming up: one on one with Doug velting,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,11,,DAVID'S TAKE: LUNAR LIGHTS,ARMSTRONG HIMSELF WATCHED A MYSTERY GLOW ON THE LUNAR SURFACE,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,12,,DAVID'S TAKE: LUNAR LIGHTS,THE MOON IS AN INVITATION TO STAND IN AWE OF OUR LIVING CREATOR,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,13,,DAVID'S TAKE: LUNAR LIGHTS,STANDARD EXPLANATIONS CANNOT COVER EVERY SINGLE OBSERVATION,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,14,,GENESIS SCIENCE REPORT,ON A CLEAR NIGHT THE SILVER MOON STILL CAPTIVATES ALL OF US,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,15,,DAVID'S TAKE: LUNAR LIGHTS,ON DAY 4 GOD SPOKE THE MOON INTO ITS ACTIVE EXISTENCE,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
,16,,DAVID'S TAKE: LUNAR LIGHTS,HERSCHEL'S THREE RED GLOWS STILL DEFY ANY EASY EXPLANATION,lower_third,monologue,GSR_2024_L3rd_Text_Box_Looping_v05_000030_4K_2997_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; VGSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov; GSR_2025_L3rd_Curved_Text_Box_FULL_Looping_v09_000030_4K_2997_PreMultiplied_Pr4444.mov,GSR_LIBRARY,Libraries/GSR_LIBRARY/SHOW_B_OPENING_MONOLOGUE_L3RD.pro,propres_ssd,medium,True,episode_uid needs schedule join; text verbatim from .pro
